geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 20-16-LSSC02 11/14/2019	38.36611	38.36611	-121.63265	-121.63265
EDSM 20-16-LSSC01 11/14/2019	38.28532	38.28532	-121.65871	-121.65871
EDSM 20-16-SBM01 11/14/2019	38.06001	38.06001	-121.9874	-121.9874
EDSM 20-16-CF03 11/14/2019	38.02428	38.02428	-121.82261	-121.82261
EDSM 20-16-USSC01 11/14/2019	38.5182	38.5182	-121.58464	-121.58464
EDSM 20-16-SBW01 11/14/2019	38.05507	38.05507	-122.10777	-122.10777
EDSM 20-16-PP01 11/15/2019	38.09565	38.09565	-121.58468	-121.58468
EDSM 20-16-LSSC03 11/15/2019	38.18279	38.18279	-121.66207	-121.66207
EDSM 20-16-SPE01 11/15/2019	38.02564	38.02564	-122.29749	-122.29749
EDSM 20-16-SJT01 11/15/2019	38.11607	38.11607	-121.62134	-121.62134
EDSM 20-16-LSSC04 11/15/2019	38.25271	38.25271	-121.6679	-121.6679
EDSM 20-16-SJT02 11/15/2019	38.06828	38.06828	-121.67664	-121.67664
EDSM 20-16-SPE02 11/15/2019	38.04468	38.04468	-122.31747	-122.31747
EDSM 20-16-LSJ01 11/15/2019	38.03768	38.03768	-121.72729	-121.72729
EDSM 20-16-LSSC05 11/15/2019	38.43817	38.43817	-121.59989	-121.59989
EDSM 20-16-SPE03 11/15/2019	38.06494	38.06494	-122.2827	-122.2827
EDSM 20-17-PP01 11/18/2019	38.09661	38.09661	-121.58154	-121.58154
EDSM 20-17-CS01 11/18/2019	38.23303	38.23303	-121.67674	-121.67674
EDSM 20-17-SJT01 11/18/2019	38.09474	38.09474	-121.62659	-121.62659
EDSM 20-17-LNR01 11/18/2019	38.15344	38.15344	-122.2937	-122.2937
EDSM 20-17-CS02 11/18/2019	38.24189	38.24189	-121.68127	-121.68127
EDSM 20-17-SJT02 11/18/2019	38.06552	38.06552	-121.6818	-121.6818
EDSM 20-17-CS03 11/18/2019	38.27339	38.27339	-121.70747	-121.70747
EDSM 20-17-SPE02 11/18/2019	38.0353	38.0353	-122.30807	-122.30807
EDSM 20-17-SPE01 11/18/2019	38.06048	38.06048	-122.27779	-122.27779
EDSM 20-17-CS04 11/19/2019	38.25912	38.25912	-121.75853	-121.75853
EDSM 20-17-SBM01 11/19/2019	38.06165	38.06165	-122.02038	-122.02038
EDSM 20-17-CS07 11/19/2019	38.26321	38.26321	-121.69087	-121.69087
EDSM 20-17-SBM04 11/19/2019	38.06172	38.06172	-122.00322	-122.00322
EDSM 20-17-SBW01 11/19/2019	38.04603	38.04603	-122.10621	-122.10621
EDSM 20-17-CS06 11/19/2019	38.25123	38.25123	-121.68748	-121.68748
EDSM 20-17-CS05 11/19/2019	38.24044	38.24044	-121.68151	-121.68151
EDSM 20-17-SBM02 11/19/2019	38.09781	38.09781	-122.04307	-122.04307
EDSM 20-17-SBM03 11/19/2019	38.05456	38.05456	-121.97245	-121.97245
EDSM 20-17-HB01 11/19/2019	38.06729	38.06729	-121.98136	-121.98136
EDSM 20-17-SM01 11/20/2019	38.17336	38.17336	-121.94746	-121.94746
EDSM 20-17-LSR01 11/21/2019	38.03059	38.03059	-121.81692	-121.81692
EDSM 20-17-SM03 11/21/2019	38.18274	38.18274	-121.96392	-121.96392
EDSM 20-17-RV02 11/21/2019	38.11305	38.11305	-121.70992	-121.70992
EDSM 20-17-LSSC03 11/21/2019	38.3708	38.3708	-121.63167	-121.63167
EDSM 20-17-RV01 11/21/2019	38.12118	38.12118	-121.69892	-121.69892
EDSM 20-17-GB03 11/21/2019	38.1047	38.1047	-122.05648	-122.05648
EDSM 20-17-LSSC02 11/21/2019	38.31706	38.31706	-121.65176	-121.65176
EDSM 20-17-LSSC01 11/21/2019	38.1863	38.1863	-121.6613	-121.6613
EDSM 20-17-SM02 11/21/2019	38.15431	38.15431	-122.07188	-122.07188
EDSM 20-17-GB04 11/21/2019	38.10592	38.10592	-122.03938	-122.03938
EDSM 20-17-LSSC04 11/22/2019	38.18749	38.18749	-121.66048	-121.66048
EDSM 20-17-GB01 11/22/2019	38.10309	38.10309	-122.0618	-122.0618
EDSM 20-17-RV03 11/22/2019	38.13021	38.13021	-121.69104	-121.69104
EDSM 20-17-GB02 11/22/2019	38.11135	38.11135	-122.05565	-122.05565
EDSM 20-17-LSR02 11/22/2019	38.08023	38.08023	-121.75088	-121.75088
EDSM 20-17-LSSC05 11/22/2019	38.33985	38.33985	-121.6457	-121.6457
EDSM 20-17-USSC01 11/22/2019	38.54822	38.54822	-121.58195	-121.58195
EDSM 20-17-LSR03 11/22/2019	38.06164	38.06164	-121.79461	-121.79461
EDSM 20-18-LSSC01 11/25/2019	38.40102	38.40102	-121.61696	-121.61696
EDSM 20-18-LSR04 11/25/2019	38.05013	38.05013	-121.7862	-121.7862
EDSM 20-18-LSR03 11/25/2019	38.07281	38.07281	-121.77038	-121.77038
EDSM 20-18-RV03 11/25/2019	38.10665	38.10665	-121.70196	-121.70196
EDSM 20-18-RV02 11/25/2019	38.09031	38.09031	-121.68538	-121.68538
EDSM 20-18-USSC02 11/25/2019	38.50966	38.50966	-121.58463	-121.58463
EDSM 20-18-USSC01 11/25/2019	38.56098	38.56098	-121.54454	-121.54454
EDSM 20-18-SM01 11/25/2019	38.15711	38.15711	-121.92546	-121.92546
EDSM 20-18-SM02 11/25/2019	38.18074	38.18074	-121.99782	-121.99782
EDSM 20-18-SM03 11/25/2019	38.1538	38.1538	-122.05192	-122.05192
EDSM 20-18-LSR02 11/26/2019	38.06749	38.06749	-121.82404	-121.82404
EDSM 20-18-LSR01 11/26/2019	38.07047	38.07047	-121.77489	-121.77489
EDSM 20-18-USSC03 11/26/2019	38.555	38.555	-121.57583	-121.57583
EDSM 20-18-SBM02 11/26/2019	38.07057	38.07057	-121.99902	-121.99902
EDSM 20-18-SBW01 11/26/2019	38.06649	38.06649	-122.08476	-122.08476
EDSM 20-18-SBW02 11/26/2019	38.05409	38.05409	-122.1058	-122.1058
EDSM 20-18-RV01 11/26/2019	38.1322	38.1322	-121.68956	-121.68956
EDSM 20-18-LSSC02 11/26/2019	38.20099	38.20099	-121.65805	-121.65805
EDSM 20-18-SPE01 11/26/2019	38.04466	38.04466	-122.31148	-122.31148
EDSM 20-18-LSSC03 11/26/2019	38.34141	38.34141	-121.64447	-121.64447
EDSM 20-18-CF02 11/27/2019	38.05711	38.05711	-121.87421	-121.87421
EDSM 20-18-SBM01 11/27/2019	38.06586	38.06586	-122.0532	-122.0532
EDSM 20-18-CQS02 11/26/2019	38.05421	38.05421	-122.18832	-122.18832
EDSM 20-18-CQS01 11/26/2019	38.06192	38.06192	-122.2131	-122.2131
EDSM 20-18-HB02 11/27/2019	38.05041	38.05041	-121.93638	-121.93638
EDSM 20-18-HB01 11/27/2019	38.05126	38.05126	-121.94156	-121.94156
EDSM 20-18-CS02 11/27/2019	38.25212	38.25212	-121.67232	-121.67232
EDSM 20-18-CF01 11/27/2019	38.05025	38.05025	-121.83586	-121.83586
EDSM 20-18-CS03 11/27/2019	38.2863	38.2863	-121.71909	-121.71909
EDSM 20-18-CS01 11/27/2019	38.32488	38.32488	-121.66703	-121.66703
EDSM 20-18-CS04 11/27/2019	38.25712	38.25712	-121.72945	-121.72945
EDSM 20-18-GB01 11/29/2019	38.11189	38.11189	-122.05654	-122.05654
EDSM 20-18-SM05 11/29/2019	38.17931	38.17931	-122.00625	-122.00625
EDSM 20-18-SM04 11/29/2019	38.17256	38.17256	-121.94702	-121.94702
EDSM 20-18-CS05 11/29/2019	38.42117	38.42117	-121.61458	-121.61458
EDSM 20-18-CS07 11/29/2019	38.27165	38.27165	-121.70385	-121.70385
EDSM 20-18-CS08 11/29/2019	38.24389	38.24389	-121.6939	-121.6939
EDSM 20-18-CS06 11/29/2019	38.23459	38.23459	-121.68118	-121.68118
EDSM 20-18-LSJ02 11/29/2019	38.02165	38.02165	-121.8046	-121.8046
EDSM 20-18-LSJ01 11/29/2019	38.02634	38.02634	-121.76076	-121.76076
EDSM 20-18-SJT01 11/29/2019	38.05654	38.05654	-121.6828	-121.6828
EDSM 20-19-CS03 12/2/2019	38.28088	38.28088	-121.69387	-121.69387
EDSM 20-19-CS01 12/2/2019	38.25873	38.25873	-121.74343	-121.74343
EDSM 20-19-LNR01 12/2/2019	38.12028	38.12028	-122.27873	-122.27873
EDSM 20-19-CS02 12/2/2019	38.24666	38.24666	-121.70828	-121.70828
EDSM 20-19-SPE01 12/2/2019	38.05503	38.05503	-122.32182	-122.32182
EDSM 20-19-SPE02 12/2/2019	38.04482	38.04482	-122.2907	-122.2907
EDSM 20-19-SJT01 12/3/2019	38.05379	38.05379	-121.69022	-121.69022
EDSM 20-19-LSSC02 12/3/2019	38.38067	38.38067	-121.62674	-121.62674
EDSM 20-19-CF01 12/3/2019	38.05009	38.05009	-121.91797	-121.91797
EDSM 20-19-HC01 12/3/2019	38.04238	38.04238	-121.5835	-121.5835
EDSM 20-19-LSSC03 12/3/2019	38.32474	38.32474	-121.64969	-121.64969
EDSM 20-19-LSSC01 12/3/2019	38.22735	38.22735	-121.67428	-121.67428
EDSM 20-19-CF03 12/3/2019	38.05857	38.05857	-121.8758	-121.8758
EDSM 20-19-PP01 12/3/2019	38.065	38.065	-121.54248	-121.54248
EDSM 20-19-CF02 12/3/2019	38.0369	38.0369	-121.8379	-121.8379
EDSM 20-19-FT01 12/3/2019	38.06063	38.06063	-121.59175	-121.59175
EDSM 20-19-RV01 12/4/2019	38.15656	38.15656	-121.68367	-121.68367
EDSM 20-19-LSJ03 12/4/2019	38.018	38.018	-121.77311	-121.77311
EDSM 20-19-RV02 12/4/2019	38.12266	38.12266	-121.69669	-121.69669
EDSM 20-19-LSJ04 12/4/2019	38.02879	38.02879	-121.75578	-121.75578
EDSM 20-19-RV05 12/4/2019	38.11167	38.11167	-121.70408	-121.70408
EDSM 20-19-SBM01 12/4/2019	38.09988	38.09988	-122.05463	-122.05463
EDSM 20-19-RV04 12/4/2019	38.11122	38.11122	-121.7095	-121.7095
EDSM 20-19-LSJ02 12/4/2019	38.02719	38.02719	-121.73507	-121.73507
EDSM 20-19-SBM02 12/4/2019	38.07448	38.07448	-121.97571	-121.97571
EDSM 20-19-LSJ01 12/4/2019	38.03546	38.03546	-121.71958	-121.71958
EDSM 20-19-SBW01 12/4/2019	38.07266	38.07266	-122.06486	-122.06486
EDSM 20-19-RV03 12/5/2019	38.09262	38.09262	-121.73928	-121.73928
EDSM 20-19-OR01 12/5/2019	37.91786	37.91786	-121.56571	-121.56571
EDSM 20-19-RV06 12/5/2019	38.0925	38.0925	-121.72835	-121.72835
EDSM 20-19-SM01 12/5/2019	38.12301	38.12301	-121.90093	-121.90093
EDSM 20-19-MIW01 12/5/2019	37.97149	37.97149	-121.52223	-121.52223
EDSM 20-19-LSR01 12/5/2019	38.05026	38.05026	-121.79686	-121.79686
EDSM 20-19-MIW02 12/5/2019	37.99945	37.99945	-121.52525	-121.52525
EDSM 20-19-SM03 12/5/2019	38.19805	38.19805	-122.044	-122.044
EDSM 20-19-SM02 12/5/2019	38.12535	38.12535	-122.0576	-122.0576
EDSM 20-20-RV02 12/9/2019	38.11169	38.11169	-121.69019	-121.69019
EDSM 20-20-LSJ02 12/9/2019	38.01824	38.01824	-121.80148	-121.80148
EDSM 20-20-SM01 12/9/2019	38.17848	38.17848	-122.05077	-122.05077
EDSM 20-20-LSJ03 12/9/2019	38.02801	38.02801	-121.76065	-121.76065
EDSM 20-20-SM02 12/9/2019	38.14984	38.14984	-122.05539	-122.05539
EDSM 20-20-LSJ01 12/9/2019	38.0286	38.0286	-121.73935	-121.73935
EDSM 20-20-RV01 12/9/2019	38.09942	38.09942	-121.71907	-121.71907
EDSM 20-20-RV04 12/9/2019	38.12398	38.12398	-121.69236	-121.69236
EDSM 20-20-LSJ04 12/9/2019	38.01879	38.01879	-121.7077	-121.7077
EDSM 20-20-SM03 12/9/2019	38.18712	38.18712	-121.92978	-121.92978
EDSM 20-20-SJT01 12/10/2019	38.0739	38.0739	-121.67937	-121.67937
EDSM 20-20-SBM02 12/10/2019	38.07172	38.07172	-122.01544	-122.01544
EDSM 20-20-LSSC03 12/10/2019	38.36648	38.36648	-121.63326	-121.63326
EDSM 20-20-LSSC02 12/10/2019	38.23906	38.23906	-121.67262	-121.67262
EDSM 20-20-SBW01 12/10/2019	38.08802	38.08802	-122.07941	-122.07941
EDSM 20-20-PP02 12/10/2019	38.06231	38.06231	-121.54644	-121.54644
EDSM 20-20-LSSC01 12/10/2019	38.23145	38.23145	-121.67531	-121.67531
EDSM 20-20-SBM03 12/10/2019	38.0947	38.0947	-122.02512	-122.02512
EDSM 20-20-PP01 12/10/2019	38.09121	38.09121	-121.57657	-121.57657
EDSM 20-20-LSR02 12/11/2019	38.05957	38.05957	-121.80192	-121.80192
EDSM 20-20-FT01 12/11/2019	38.01764	38.01764	-121.65214	-121.65214
EDSM 20-20-SBM01 12/11/2019	38.05258	38.05258	-122.05135	-122.05135
EDSM 20-20-FT02 12/11/2019	38.04346	38.04346	-121.58493	-121.58493
EDSM 20-20-VC01 12/11/2019	37.88773	37.88773	-121.57582	-121.57582
EDSM 20-20-LSR03 12/11/2019	38.07223	38.07223	-121.77926	-121.77926
EDSM 20-20-LSR01 12/11/2019	38.07449	38.07449	-121.77191	-121.77191
EDSM 20-20-RV03 12/11/2019	38.10573	38.10573	-121.72154	-121.72154
EDSM 20-20-SBM04 12/11/2019	38.05625	38.05625	-121.98245	-121.98245
EDSM 20-20-HB01 12/11/2019	38.05365	38.05365	-121.96045	-121.96045
EDSM 20-20-CF01 12/11/2019	38.04636	38.04636	-121.92955	-121.92955
EDSM 20-20-HC01 12/12/2019	38.01514	38.01514	-121.56872	-121.56872
EDSM 20-20-SPE01 12/12/2019	38.06177	38.06177	-122.28816	-122.28816
EDSM 20-20-SPE02 12/12/2019	38.05674	38.05674	-122.32158	-122.32158
EDSM 20-20-CS02 12/12/2019	38.25914	38.25914	-121.7436	-121.7436
EDSM 20-20-CS01 12/12/2019	38.291	38.291	-121.69273	-121.69273
EDSM 20-20-SPE03 12/12/2019	38.03892	38.03892	-122.29398	-122.29398
EDSM 20-20-MIW01 12/12/2019	37.97167	37.97167	-121.52624	-121.52624
EDSM 20-20-CS03 12/12/2019	38.26763	38.26763	-121.69379	-121.69379
EDSM 20-20-MIW02 12/12/2019	37.99278	37.99278	-121.52053	-121.52053
EDSM 20-20-RS01 12/12/2019	37.91831	37.91831	-121.58408	-121.58408
EDSM 19-53-SM02 7/31/2019	38.13914	38.13914	-121.95286	-121.95286
EDSM 20-21-RS01 12/16/2019	37.97603	37.97603	-121.59585	-121.59585
EDSM 20-21-CS01 12/16/2019	38.34817	38.34817	-121.64527	-121.64527
EDSM 20-21-FT02 12/16/2019	38.03973	38.03973	-121.59013	-121.59013
EDSM 20-21-CS03 12/16/2019	38.26324	38.26324	-121.67076	-121.67076
EDSM 20-21-FT01 12/16/2019	38.05506	38.05506	-121.64804	-121.64804
EDSM 20-21-CS02 12/16/2019	38.23677	38.23677	-121.68389	-121.68389
EDSM 20-21-LNR01 12/16/2019	38.12068	38.12068	-122.28123	-122.28123
EDSM 20-21-SPE02 12/16/2019	38.04361	38.04361	-122.30795	-122.30795
EDSM 20-21-SPE01 12/16/2019	38.05679	38.05679	-122.29732	-122.29732
EDSM 20-21-LSSC02 12/17/2019	38.34477	38.34477	-121.64321	-121.64321
EDSM 20-21-MIW01 12/17/2019	37.97119	37.97119	-121.48252	-121.48252
EDSM 20-21-HC01 12/17/2019	38.0317	38.0317	-121.56773	-121.56773
EDSM 20-21-FT03 12/17/2019	38.05037	38.05037	-121.65698	-121.65698
EDSM 20-21-LSSC03 12/17/2019	38.32628	38.32628	-121.64932	-121.64932
EDSM 20-21-LSSC01 12/17/2019	38.21436	38.21436	-121.66978	-121.66978
EDSM 20-21-SBW01 12/17/2019	38.04579	38.04579	-122.12718	-122.12718
EDSM 20-21-SBM01 12/17/2019	38.0621	38.0621	-122.01735	-122.01735
EDSM 20-21-PP01 12/18/2019	38.03978	38.03978	-121.49216	-121.49216
EDSM 20-21-LSR04 12/18/2019	38.03925	38.03925	-121.78548	-121.78548
EDSM 20-21-SBW02 12/18/2019	38.04836	38.04836	-122.10052	-122.10052
EDSM 20-21-HB01 12/17/2019	38.05669	38.05669	-121.95697	-121.95697
EDSM 20-21-LSR03 12/18/2019	38.06387	38.06387	-121.81572	-121.81572
EDSM 20-21-SBW03 12/18/2019	38.0502	38.0502	-122.08449	-122.08449
EDSM 20-21-LSR01 12/18/2019	38.05553	38.05553	-121.80608	-121.80608
EDSM 20-21-PP02 12/18/2019	38.05345	38.05345	-121.51488	-121.51488
EDSM 20-21-SBM02 12/18/2019	38.08353	38.08353	-122.04386	-122.04386
EDSM 20-21-LSJ02 12/18/2019	38.04699	38.04699	-121.69467	-121.69467
EDSM 20-21-LSR02 12/19/2019	38.07269	38.07269	-121.76852	-121.76852
EDSM 20-21-LSJ04 12/19/2019	38.02089	38.02089	-121.80123	-121.80123
EDSM 20-21-GB02 12/19/2019	38.10481	38.10481	-122.04453	-122.04453
EDSM 20-21-LSJ01 12/19/2019	38.02548	38.02548	-121.78766	-121.78766
EDSM 20-21-RV02 12/19/2019	38.11742	38.11742	-121.6975	-121.6975
EDSM 20-21-RV01 12/19/2019	38.16255	38.16255	-121.68313	-121.68313
EDSM 20-21-GB01 12/19/2019	38.11023	38.11023	-122.05628	-122.05628
EDSM 20-21-LSJ03 12/19/2019	38.02753	38.02753	-121.74525	-121.74525
EDSM 20-21-SM01 12/19/2019	38.17037	38.17037	-121.93103	-121.93103
EDSM 20-22-FT01 12/23/2019	38.02183	38.02183	-121.5989	-121.5989
EDSM 20-22-LSR02 12/23/2019	38.06492	38.06492	-121.79356	-121.79356
EDSM 20-22-LSR03 12/23/2019	38.06788	38.06788	-121.83502	-121.83502
EDSM 20-22-RS01 12/23/2019	37.91939	37.91939	-121.60654	-121.60654
EDSM 20-22-SM01 12/23/2019	38.13263	38.13263	-122.06063	-122.06063
EDSM 20-22-SM03 12/23/2019	38.1766	38.1766	-121.91964	-121.91964
EDSM 20-22-LSR01 12/23/2019	38.0759	38.0759	-121.76394	-121.76394
EDSM 20-22-SM02 12/23/2019	38.17153	38.17153	-122.03241	-122.03241
EDSM 20-22-RV01 12/24/2019	38.11946	38.11946	-121.70025	-121.70025
EDSM 20-22-MIW01 12/24/2019	37.97264	37.97264	-121.52422	-121.52422
EDSM 20-22-SBM04 12/24/2019	38.08292	38.08292	-121.9979	-121.9979
EDSM 20-22-RV02 12/24/2019	38.09479	38.09479	-121.73491	-121.73491
EDSM 20-22-MIW03 12/24/2019	37.99827	37.99827	-121.5196	-121.5196
EDSM 20-22-CF01 12/24/2019	38.0463	38.0463	-121.90736	-121.90736
EDSM 20-22-LSR04 12/24/2019	38.08257	38.08257	-121.74898	-121.74898
EDSM 20-22-MIW02 12/24/2019	38.02412	38.02412	-121.52459	-121.52459
EDSM 20-22-PP01 12/24/2019	38.10259	38.10259	-121.59769	-121.59769
EDSM 20-22-SBM01 12/26/2019	38.05862	38.05862	-122.00102	-122.00102
EDSM 20-22-PP02 12/26/2019	38.0605	38.0605	-121.53269	-121.53269
EDSM 20-22-FT02 12/26/2019	38.0371	38.0371	-121.60812	-121.60812
EDSM 20-22-CS01 12/26/2019	38.27364	38.27364	-121.69437	-121.69437
EDSM 20-22-FT03 12/26/2019	38.03672	38.03672	-121.62409	-121.62409
EDSM 20-22-PP03 12/26/2019	38.0756	38.0756	-121.57128	-121.57128
EDSM 20-22-SBM02 12/26/2019	38.08493	38.08493	-122.05139	-122.05139
EDSM 20-22-CS02 12/26/2019	38.23157	38.23157	-121.67591	-121.67591
EDSM 20-22-SBM03 12/26/2019	38.07565	38.07565	-122.0248	-122.0248
EDSM 20-22-CS03 12/26/2019	38.24803	38.24803	-121.67492	-121.67492
EDSM 20-22-SBW01 12/26/2019	38.0367	38.0367	-122.12768	-122.12768
EDSM 20-22-SPE01 12/27/2019	38.05904	38.05904	-122.3127	-122.3127
EDSM 20-22-USSC01 12/27/2019	38.56097	38.56097	-121.54661	-121.54661
EDSM 20-22-CQS02 12/27/2019	38.06297	38.06297	-122.23871	-122.23871
EDSM 20-22-USSC02 12/27/2019	38.52597	38.52597	-121.58472	-121.58472
EDSM 20-22-SJT01 12/27/2019	38.0955	38.0955	-121.66829	-121.66829
EDSM 20-22-CQS01 12/27/2019	38.04193	38.04193	-122.16807	-122.16807
EDSM 20-22-LSJ02 12/27/2019	38.04513	38.04513	-121.69607	-121.69607
EDSM 20-22-LSSC01 12/27/2019	38.23164	38.23164	-121.67426	-121.67426
EDSM 20-22-LSJ01 12/27/2019	38.01913	38.01913	-121.7692	-121.7692
EDSM 20-23-LSJ01 12/30/2019	38.01599	38.01599	-121.7865	-121.7865
EDSM 20-23-LSJ02 12/30/2019	38.04696	38.04696	-121.69274	-121.69274
EDSM 20-23-SPE01 12/30/2019	38.0376	38.0376	-122.31255	-122.31255
EDSM 20-23-LSJ03 12/30/2019	38.01803	38.01803	-121.80806	-121.80806
EDSM 20-23-RV01 12/30/2019	38.15361	38.15361	-121.68622	-121.68622
EDSM 20-23-LNR01 12/30/2019	38.08622	38.08622	-122.24978	-122.24978
EDSM 20-23-RV02 12/30/2019	38.11941	38.11941	-121.69742	-121.69742
EDSM 20-23-RV03 12/30/2019	38.17281	38.17281	-121.67338	-121.67338
EDSM 20-23-RV04 12/30/2019	38.1001	38.1001	-121.7076	-121.7076
EDSM 20-23-SJT02 12/30/2019	38.09669	38.09669	-121.65906	-121.65906
EDSM 20-23-SBW01 12/30/2019	38.03683	38.03683	-122.12513	-122.12513
EDSM 20-23-CQS01 12/30/2019	38.03933	38.03933	-122.16954	-122.16954
EDSM 20-23-LSR02 12/31/2019	38.06187	38.06187	-121.81388	-121.81388
EDSM 20-23-PP01 12/31/2019	38.09846	38.09846	-121.58061	-121.58061
EDSM 20-23-CF01 12/31/2019	38.04678	38.04678	-121.91737	-121.91737
EDSM 20-23-LSR01 12/31/2019	38.08651	38.08651	-121.74619	-121.74619
EDSM 20-23-CF02 12/31/2019	38.06902	38.06902	-121.8439	-121.8439
EDSM 20-23-SBM01 1/2/2020	38.08066	38.08066	-122.03728	-122.03728
EDSM 20-23-CS01 1/2/2020	38.27327	38.27327	-121.70474	-121.70474
EDSM 20-23-CS02 1/2/2020	38.27217	38.27217	-121.70588	-121.70588
EDSM 20-23-CS04 1/2/2020	38.25518	38.25518	-121.68888	-121.68888
EDSM 20-23-CS05 1/2/2020	38.24613	38.24613	-121.68838	-121.68838
EDSM 20-23-CS03 1/2/2020	38.24202	38.24202	-121.68455	-121.68455
EDSM 20-23-HB01 1/2/2020	38.05055	38.05055	-121.95819	-121.95819
EDSM 20-23-CF03 1/2/2020	38.04546	38.04546	-121.87878	-121.87878
EDSM 20-23-SJT01 1/2/2020	38.0894	38.0894	-121.63633	-121.63633
EDSM 20-23-MIW02 1/3/2020	38.02674	38.02674	-121.50603	-121.50603
EDSM 20-23-MIW03 1/3/2020	37.98373	37.98373	-121.51714	-121.51714
EDSM 20-23-FT02 1/2/2020	38.06296	38.06296	-121.59801	-121.59801
EDSM 20-23-FT01 1/2/2020	38.00179	38.00179	-121.62595	-121.62595
EDSM 20-23-FT03 1/3/2020	38.04603	38.04603	-121.5909	-121.5909
EDSM 20-23-MIW01 1/3/2020	37.97314	37.97314	-121.53276	-121.53276
EDSM 20-23-LSSC03 1/3/2020	38.2973	38.2973	-121.65659	-121.65659
EDSM 20-23-SM01 1/3/2020	38.17355	38.17355	-121.95527	-121.95527
EDSM 20-23-LSSC02 1/3/2020	38.35563	38.35563	-121.6381	-121.6381
EDSM 20-23-SM03 1/3/2020	38.16927	38.16927	-122.02646	-122.02646
EDSM 20-23-FT04 1/3/2020	38.02829	38.02829	-121.66618	-121.66618
EDSM 20-23-SM02 1/3/2020	38.12635	38.12635	-122.08245	-122.08245
EDSM 20-23-LSSC01 1/3/2020	38.18051	38.18051	-121.66352	-121.66352
EDSM 20-24-SJT01 1/6/2020	38.0901	38.0901	-121.62507	-121.62507
EDSM 20-24-LSJ02 1/6/2020	38.03319	38.03319	-121.72418	-121.72418
EDSM 20-24-GB02 1/6/2020	38.10669	38.10669	-122.0429	-122.0429
EDSM 20-24-CS02 1/6/2020	38.25396	38.25396	-121.72375	-121.72375
EDSM 20-24-LSJ01 1/6/2020	38.01629	38.01629	-121.79048	-121.79048
EDSM 20-24-CS01 1/6/2020	38.27699	38.27699	-121.69497	-121.69497
EDSM 20-24-GB01 1/6/2020	38.11879	38.11879	-122.05494	-122.05494
EDSM 20-24-LSJ03 1/6/2020	38.02302	38.02302	-121.76087	-121.76087
EDSM 20-24-SM01 1/6/2020	38.17124	38.17124	-122.05794	-122.05794
EDSM 20-24-CS03 1/6/2020	38.33545	38.33545	-121.66738	-121.66738
EDSM 20-24-RV03 1/7/2020	38.12356	38.12356	-121.69833	-121.69833
EDSM 20-24-PP01 1/8/2020	38.10382	38.10382	-121.59983	-121.59983
EDSM 20-24-SJT02 1/8/2020	38.10558	38.10558	-121.61321	-121.61321
EDSM 20-24-RV01 1/8/2020	38.17613	38.17613	-121.66848	-121.66848
EDSM 20-24-SBW01 1/8/2020	38.08968	38.08968	-122.07201	-122.07201
EDSM 20-24-SJT03 1/8/2020	38.07906	38.07906	-121.67959	-121.67959
EDSM 20-24-FT01 1/8/2020	38.03726	38.03726	-121.60455	-121.60455
EDSM 20-24-RV02 1/8/2020	38.09932	38.09932	-121.7232	-121.7232
EDSM 20-24-LSR02 1/8/2020	38.06678	38.06678	-121.78541	-121.78541
EDSM 20-24-OR01 1/8/2020	37.97413	37.97413	-121.57757	-121.57757
EDSM 20-24-SBW02 1/8/2020	38.05285	38.05285	-122.05221	-122.05221
EDSM 20-24-VC01 1/9/2020	37.88555	37.88555	-121.49845	-121.49845
EDSM 20-24-CF02 1/9/2020	38.03945	38.03945	-121.85124	-121.85124
EDSM 20-24-CF01 1/9/2020	38.04194	38.04194	-121.8987	-121.8987
EDSM 20-24-MRW01 1/9/2020	37.91414	37.91414	-121.52444	-121.52444
EDSM 20-24-LSSC02 1/9/2020	38.42424	38.42424	-121.60681	-121.60681
EDSM 20-24-MIW01 1/9/2020	38.00261	38.00261	-121.52382	-121.52382
EDSM 20-24-HB01 1/9/2020	38.05187	38.05187	-121.93957	-121.93957
EDSM 20-24-HB02 1/9/2020	38.05377	38.05377	-121.94584	-121.94584
EDSM 20-24-LSSC03 1/9/2020	38.45718	38.45718	-121.59123	-121.59123
EDSM 20-24-LSSC01 1/9/2020	38.29741	38.29741	-121.65609	-121.65609
EDSM 20-24-FT02 1/9/2020	38.05995	38.05995	-121.5826	-121.5826
EDSM 20-24-CQS01 1/10/2020	38.04471	38.04471	-122.16918	-122.16918
EDSM 20-24-SPE01 1/10/2020	38.03891	38.03891	-122.27947	-122.27947
EDSM 20-24-LSR01 1/10/2020	38.05997	38.05997	-121.81121	-121.81121
EDSM 20-24-CQS02 1/10/2020	38.06874	38.06874	-122.23874	-122.23874
EDSM 20-24-LSR03 1/10/2020	38.05423	38.05423	-121.79798	-121.79798
EDSM 20-25-FT01 1/13/2020	38.01143	38.01143	-121.62814	-121.62814
EDSM 20-25-FT02 1/13/2020	38.04215	38.04215	-121.59072	-121.59072
EDSM 20-25-HC01 1/13/2020	38.03753	38.03753	-121.58397	-121.58397
EDSM 20-25-LSSC02 1/13/2020	38.28375	38.28375	-121.65973	-121.65973
EDSM 20-25-SBW01 1/13/2020	38.03739	38.03739	-122.12237	-122.12237
