"Station","DateTime.PT","Depth.feet","Temp.C","SpCond.uS","pH","ODOsat..","ODO.mg.L","Turbid..NTU","Chl.ug.L","Chl.RFU","Date"
"74",2012-07-12 13:23:15,15.069,23.35,1059,7.15,90.3,7.68,NA,5.7,1.3,2012-07-12
"74",2012-07-12 13:23:51,20.048,23.08,1058,7.06,85.8,7.33,NA,5.5,1.3,2012-07-12
"74",2012-07-12 13:24:30,25.019,23.02,1061,7.03,83.7,7.16,NA,5.2,1.2,2012-07-12
"74",2012-07-12 13:25:14,30.029,22.98,1062,7.03,82.5,7.06,NA,5,1.2,2012-07-12
"76",2012-07-12 13:37:59,1.081,27.13,1140,7.93,115.3,9.14,NA,7.6,1.8,2012-07-12
"76",2012-07-12 13:38:35,2.084,26.73,1139,7.86,114.8,9.16,NA,6.2,1.5,2012-07-12
"76",2012-07-12 13:39:06,2.998,26.05,1137,7.77,114.4,9.25,NA,6.7,1.6,2012-07-12
"76",2012-07-12 13:39:35,4.025,25.93,1138,7.71,114.8,9.3,NA,7.3,1.7,2012-07-12
"76",2012-07-12 13:40:06,4.994,25.17,1132,7.64,113,9.28,NA,7.9,1.9,2012-07-12
"76",2012-07-12 13:40:47,7.497,24.74,1134,7.52,109,9.02,NA,9.8,2.3,2012-07-12
"76",2012-07-12 13:41:15,10.036,24.47,1133,7.47,107,8.9,NA,9.1,2.2,2012-07-12
"76",2012-07-12 13:41:56,14.953,24.23,1136,7.36,96.4,8.05,NA,6.8,1.6,2012-07-12
"76",2012-07-12 13:42:28,20.029,23.83,1145,7.25,96.8,8.15,NA,6.8,1.6,2012-07-12
"76",2012-07-12 13:43:09,25.096,23.44,1128,7.1,79.4,6.73,NA,5.5,1.3,2012-07-12
"76",2012-07-12 13:43:46,30.01,23.04,1106,6.99,77.4,6.62,NA,5.4,1.3,2012-07-12
"76",2012-07-12 13:44:31,35.32,22.99,1106,6.94,75.4,6.45,NA,6,1.4,2012-07-12
"84",2012-07-12 13:55:19,1.027,27.93,1061,8.29,131.6,10.28,NA,6.6,1.6,2012-07-12
"84",2012-07-12 13:55:48,1.961,27.31,1064,8.23,130.9,10.34,NA,5.9,1.4,2012-07-12
"84",2012-07-12 13:56:15,3.077,26.78,1075,8.16,129.9,10.36,NA,6.2,1.5,2012-07-12
"84",2012-07-12 13:56:44,3.948,26.15,1070,8.06,128,10.33,NA,6.2,1.5,2012-07-12
"84",2012-07-12 13:57:58,5.023,25.54,1095,7.84,120.6,9.84,NA,6.8,1.6,2012-07-12
"84",2012-07-12 13:58:25,7.526,25.22,1111,7.75,114.7,9.41,NA,7.1,1.7,2012-07-12
"84",2012-07-12 13:58:55,10.085,24.81,1122,7.62,104.3,8.62,NA,7.3,1.7,2012-07-12
"84",2012-07-12 13:59:41,15.108,23.86,1172,7.27,78.2,6.58,NA,4.5,1.1,2012-07-12
"84",2012-07-12 14:00:16,20.053,23.46,1152,7.11,73.2,6.2,NA,4.4,1,2012-07-12
"84",2012-07-12 14:00:52,25,23.31,1144,7.05,72.9,6.2,NA,4.6,1.1,2012-07-12
"84",2012-07-12 14:01:23,29.873,23.2,1143,7.01,72,6.13,NA,4.9,1.2,2012-07-12
"84",2012-07-12 14:01:51,34.964,23.14,1146,6.99,69.9,5.97,NA,5.1,1.2,2012-07-12
"WSP",2012-07-12 14:17:55,1.05,28.44,979,8.11,131.9,10.22,NA,10.2,2.4,2012-07-12
"WSP",2012-07-12 14:18:27,2.07,27.39,959,7.99,130,10.26,NA,11,2.6,2012-07-12
"WSP",2012-07-12 14:19:02,3.04,27.15,964,7.86,129.4,10.25,NA,11.5,2.7,2012-07-12
"WSP",2012-07-12 14:19:38,4.023,27.1,964,7.8,128.7,10.21,NA,11.9,2.8,2012-07-12
"WSP",2012-07-12 14:20:10,5.006,26.59,951,7.74,126.1,10.1,NA,9.8,2.3,2012-07-12
"WSP",2012-07-12 14:20:45,7.497,26.26,905,7.64,119.6,9.63,NA,9.7,2.3,2012-07-12
"WSP",2012-07-12 14:21:26,10.013,25.13,857,7.24,90.5,7.44,NA,8.6,2,2012-07-12
"WSP",2012-07-12 14:22:02,12.633,23.92,846,6.94,83,6.98,NA,7,1.7,2012-07-12
"WSP",2012-07-12 14:22:48,14.965,23.87,1155,6.88,57.9,4.87,NA,4.2,1,2012-07-12
"WSP",2012-07-12 14:22:58,14.979,23.87,1156,6.87,55.8,4.7,NA,4,1,2012-07-12
"16",2012-08-13 09:46:33,1.076,22.61,119,7.42,93.2,8.05,NA,3.2,0.8,2012-08-13
"16",2012-08-13 09:46:58,2.006,22.6,120,7.4,93.1,8.04,NA,3.4,0.8,2012-08-13
"16",2012-08-13 09:47:27,3.083,22.6,120,7.39,93,8.04,NA,3.7,0.9,2012-08-13
"16",2012-08-13 09:47:47,3.975,22.58,120,7.41,93,8.04,NA,3.8,0.9,2012-08-13
"16",2012-08-13 09:48:07,5.089,22.61,125,7.4,92.9,8.03,NA,3.8,0.9,2012-08-13
"16",2012-08-13 09:49:15,10.063,22.57,121,7.34,92.8,8.02,NA,3.9,0.9,2012-08-13
"16",2012-08-13 09:49:49,15.185,22.58,121,7.32,92.7,8.01,NA,4,0.9,2012-08-13
"16",2012-08-13 09:50:24,19.873,22.58,121,7.36,92.5,8,NA,3.7,0.9,2012-08-13
"16",2012-08-13 09:51:03,25.135,22.57,121,7.34,92.3,7.98,NA,3.7,0.9,2012-08-13
"16",2012-08-13 09:52:23,28.633,22.57,122,7.33,92,7.96,NA,4.8,1.1,2012-08-13
"16",2012-08-13 09:52:10,28.705,22.57,122,7.33,91.9,7.95,NA,5,1.2,2012-08-13
"34",2012-08-13 10:23:09,0.989,22.39,126,7.27,92.5,8.03,NA,3.3,0.8,2012-08-13
"34",2012-08-13 10:23:28,2.147,22.4,125,7.26,92.5,8.02,NA,3.3,0.8,2012-08-13
"34",2012-08-13 10:23:59,3.046,22.36,126,7.24,92.2,8.01,NA,3.4,0.8,2012-08-13
"34",2012-08-13 10:24:30,3.996,22.36,126,7.24,92.1,8,NA,2.9,0.7,2012-08-13
"34",2012-08-13 10:24:57,4.991,22.36,126,7.25,92.1,8,NA,3.4,0.8,2012-08-13
"34",2012-08-13 10:25:35,7.415,22.36,126,7.24,92,7.99,NA,3,0.7,2012-08-13
"34",2012-08-13 10:26:09,10.051,22.36,126,7.28,91.9,7.98,NA,3.4,0.8,2012-08-13
"34",2012-08-13 10:26:47,15.173,22.36,126,7.28,91.8,7.97,NA,3.3,0.8,2012-08-13
"34",2012-08-13 10:27:22,20.067,22.34,126,7.27,91.6,7.96,NA,3,0.7,2012-08-13
"34",2012-08-13 10:28:38,25.125,22.35,127,7.25,91.6,7.95,NA,3.3,0.8,2012-08-13
"34",2012-08-13 10:29:28,29.962,22.35,127,7.24,91.4,7.93,NA,3.4,0.8,2012-08-13
"44",2012-08-13 10:55:09,1.19,22.5,138,7.42,94.9,8.21,NA,4.9,1.1,2012-08-13
"44",2012-08-13 10:55:34,2.186,22.54,138,7.42,95,8.22,NA,4.5,1.1,2012-08-13
"44",2012-08-13 10:55:59,3.067,22.58,138,7.44,95.2,8.23,NA,4.7,1.1,2012-08-13
"44",2012-08-13 10:56:30,4.015,22.56,138,7.42,95.1,8.23,NA,4.1,1,2012-08-13
"44",2012-08-13 10:56:54,5.034,22.6,138,7.44,95.2,8.23,NA,4.2,1,2012-08-13
"44",2012-08-13 10:57:36,7.502,22.46,139,7.41,94.7,8.2,NA,4.6,1.1,2012-08-13
"44",2012-08-13 10:58:06,10.04,22.39,145,7.42,94.4,8.19,NA,4.1,1,2012-08-13
"44",2012-08-13 10:59:11,15.116,22.38,138,7.39,94,8.16,NA,3.9,0.9,2012-08-13
"44",2012-08-13 10:59:43,20.041,22.36,137,7.38,93.8,8.15,NA,4.3,1,2012-08-13
"44",2012-08-13 11:00:12,25.013,22.36,137,7.37,93.7,8.13,NA,4,0.9,2012-08-13
"44",2012-08-13 11:00:41,29.989,22.35,136,7.37,93.5,8.12,NA,3.9,0.9,2012-08-13
"44",2012-08-13 11:01:08,35.083,22.35,135,7.38,93.2,8.1,NA,4,0.9,2012-08-13
"44",2012-08-13 11:01:35,38.912,22.36,136,7.38,93,8.07,NA,4.3,1,2012-08-13
"Pro",2012-08-13 16:00:41,1.047,29.43,212,8.28,135.6,10.35,NA,22.6,5.3,2012-08-13
"Pro",2012-08-13 16:01:44,2.042,24.98,237,7.74,94.1,7.77,NA,14,3.3,2012-08-13
"Pro",2012-08-13 16:02:16,3.092,24.47,247,7.43,81.7,6.81,NA,12.1,2.9,2012-08-13
"Pro",2012-08-13 16:02:46,4.047,24.27,235,7.38,79.3,6.63,NA,11.5,2.7,2012-08-13
"Pro",2012-08-13 16:03:13,5.035,23.94,235,7.32,79,6.65,NA,11.1,2.6,2012-08-13
"Pro",2012-08-13 16:03:36,5.078,23.95,234,7.29,79,6.65,NA,11.1,2.6,2012-08-13
"Pro",2012-08-13 16:04:11,7.61,23.89,240,7.23,75.1,6.33,NA,11,2.6,2012-08-13
"Pro",2012-08-13 16:04:42,10.045,23.84,239,7.19,74.7,6.3,NA,10.8,2.5,2012-08-13
"Pro",2012-08-13 16:05:22,15.068,23.79,232,7.17,74.7,6.31,NA,10,2.4,2012-08-13
"Pro",2012-08-13 16:05:58,20.141,23.72,228,7.17,74.4,6.29,NA,10.2,2.4,2012-08-13
"Pro",2012-08-13 16:06:42,25.171,23.67,235,7.14,72.6,6.14,NA,10.6,2.5,2012-08-13
"56",2012-08-13 11:21:13,1.112,23.64,285,7.78,102.4,8.67,NA,6.4,1.5,2012-08-13
"56",2012-08-13 11:28:03,2.025,23.5,286,7.93,101.7,8.63,NA,6.9,1.6,2012-08-13
"56",2012-08-13 11:22:16,2.06,23.42,285,7.88,102.5,8.71,NA,6.2,1.5,2012-08-13
"56",2012-08-13 11:22:40,3.014,23.38,288,7.85,102.3,8.7,NA,5.8,1.4,2012-08-13
"56",2012-08-13 11:23:07,4.007,23.29,291,7.8,102,8.69,NA,5.5,1.3,2012-08-13
"56",2012-08-13 11:23:39,5.012,23.19,299,7.81,101.4,8.66,NA,4.8,1.1,2012-08-13
"56",2012-08-13 11:28:28,5.072,23.4,291,7.99,102.3,8.7,NA,5.9,1.4,2012-08-13
"56",2012-08-13 11:24:10,7.521,23.11,304,7.79,100.6,8.6,NA,4.3,1,2012-08-13
"56",2012-08-13 11:24:37,10.096,23.02,316,7.79,100.4,8.6,NA,4.3,1,2012-08-13
"56",2012-08-13 11:25:35,15.096,22.96,311,7.77,98.7,8.46,NA,3.7,0.9,2012-08-13
"56",2012-08-13 11:26:08,19.991,22.95,311,7.77,98.2,8.43,NA,3.8,0.9,2012-08-13
"56",2012-08-13 11:26:37,25.114,22.93,309,7.74,97.9,8.4,NA,3.5,0.8,2012-08-13
"56",2012-08-13 11:27:17,30.082,22.93,308,7.75,97.5,8.37,NA,4.2,1,2012-08-13
"62",2012-08-13 11:46:41,1.088,24.85,510,8.15,106.5,8.81,NA,6.6,1.5,2012-08-13
"62",2012-08-13 11:47:32,2.036,23.8,529,8.25,109.1,9.21,NA,11,2.6,2012-08-13
"62",2012-08-13 11:47:56,3.049,23.62,536,8.19,107.9,9.14,NA,9.6,2.3,2012-08-13
"62",2012-08-13 11:48:23,3.969,23.43,542,8.16,108.2,9.2,NA,9.6,2.3,2012-08-13
"62",2012-08-13 11:48:56,5.111,23.17,535,8.08,101.1,8.63,NA,6.2,1.5,2012-08-13
"62",2012-08-13 11:49:29,7.581,23.11,542,8.05,99.4,8.5,NA,4.9,1.1,2012-08-13
"62",2012-08-13 11:49:59,10.076,23.08,547,8.07,98.7,8.44,NA,5.6,1.3,2012-08-13
"62",2012-08-13 11:50:39,15.074,23.05,550,8.06,98,8.39,NA,4.8,1.1,2012-08-13
"62",2012-08-13 11:51:13,20.052,23.04,552,8.06,97.6,8.36,NA,5,1.2,2012-08-13
"62",2012-08-13 11:52:40,30.023,23.03,554,8.01,96.9,8.3,NA,5.2,1.2,2012-08-13
"66",2012-08-13 12:09:37,1.035,25.3,767,8.34,115.1,9.44,NA,13,3.1,2012-08-13
"66",2012-08-13 12:10:02,2.075,24.4,781,8.41,115.9,9.66,NA,16.8,4,2012-08-13
"66",2012-08-13 12:10:28,3.085,23.93,784,8.34,112.8,9.49,NA,13.9,3.3,2012-08-13
"66",2012-08-13 12:10:56,4.075,23.69,782,8.27,106,8.96,NA,9.3,2.2,2012-08-13
"66",2012-08-13 12:11:21,5.121,23.63,780,8.23,102.6,8.68,NA,7.9,1.9,2012-08-13
"66",2012-08-13 12:12:11,7.485,23.46,784,8.18,99.3,8.43,NA,6,1.4,2012-08-13
"66",2012-08-13 12:12:59,10.189,23.39,773,8.16,96.3,8.19,NA,4.8,1.1,2012-08-13
"66",2012-08-13 12:13:38,15.15,23.35,767,8.14,95.5,8.12,NA,4.9,1.2,2012-08-13
"66",2012-08-13 12:14:20,20.165,23.31,759,8.13,95.1,8.09,NA,5.7,1.3,2012-08-13
"66",2012-08-13 12:14:51,25.011,23.3,754,8.1,94.7,8.07,NA,5.3,1.3,2012-08-13
"66",2012-08-13 12:15:22,30.049,23.29,752,8.1,94.4,8.03,NA,5.2,1.2,2012-08-13
"70",2012-08-13 12:32:47,1.049,26.7,963,8.29,106.1,8.48,NA,9.5,2.3,2012-08-13
"70",2012-08-13 12:33:36,2.008,25.09,959,8.34,109.4,9.01,NA,14.6,3.5,2012-08-13
"70",2012-08-13 12:34:55,3.109,24.85,959,8.31,111.1,9.18,NA,14.7,3.5,2012-08-13
"70",2012-08-13 12:35:27,3.998,24.36,963,8.29,107.2,8.95,NA,11.5,2.7,2012-08-13
"70",2012-08-13 12:35:54,5.028,24.1,962,8.23,102.7,8.61,NA,10.9,2.6,2012-08-13
"70",2012-08-13 12:36:27,7.522,23.81,961,8.14,93.7,7.9,NA,6.5,1.5,2012-08-13
"70",2012-08-13 12:37:05,10.024,23.71,958,8.08,89,7.52,NA,5.3,1.2,2012-08-13
"70",2012-08-13 12:37:36,14.996,23.67,961,8.07,86.8,7.33,NA,5.1,1.2,2012-08-13
"70",2012-08-13 12:38:08,20.044,23.64,966,8.05,84.9,7.18,NA,4.5,1.1,2012-08-13
"70",2012-08-13 12:38:39,24.997,23.55,1002,7.99,78.8,6.67,NA,4.5,1.1,2012-08-13
"70",2012-08-13 12:39:11,30.052,23.51,1021,7.91,73.4,6.22,NA,4.3,1,2012-08-13
"70",2012-08-13 12:40:18,35.082,23.51,1021,7.93,71.4,6.04,NA,4.2,1,2012-08-13
"74",2012-08-13 12:50:14,1.104,26.43,1004,8.39,111.3,8.93,NA,9.8,2.3,2012-08-13
"74",2012-08-13 12:51:09,2.014,25.39,1013,8.36,109.8,8.98,NA,10,2.4,2012-08-13
"74",2012-08-13 12:51:34,3.065,24.83,1015,8.37,107.9,8.92,NA,11.7,2.8,2012-08-13
"74",2012-08-13 12:52:01,3.98,25.01,1019,8.35,108.4,8.93,NA,12.2,2.9,2012-08-13
"74",2012-08-13 12:52:32,5.025,24.67,1017,8.37,109,9.03,NA,12.2,2.9,2012-08-13
"74",2012-08-13 12:53:10,7.464,24.25,1017,8.26,94.7,7.92,NA,6.2,1.5,2012-08-13
"74",2012-08-13 12:53:57,10.06,24.16,1004,8.22,91.1,7.62,NA,5.1,1.2,2012-08-13
"74",2012-08-13 12:54:38,15.117,24.1,1015,8.17,87.1,7.3,NA,4.3,1,2012-08-13
"74",2012-08-13 12:55:19,20.079,23.75,1053,8.02,72.7,6.13,NA,4.4,1,2012-08-13
"76",2012-08-13 13:06:31,1.071,27.14,944,8.43,110.6,8.77,NA,6.6,1.6,2012-08-13
"76",2012-08-13 13:07:15,2.092,26.21,950,8.5,115.8,9.34,NA,11.9,2.8,2012-08-13
"76",2012-08-13 13:07:41,3.091,25.84,950,8.48,120.4,9.77,NA,14.4,3.4,2012-08-13
"76",2012-08-13 13:08:11,3.96,25.49,946,8.46,121.3,9.91,NA,19.8,4.7,2012-08-13
"76",2012-08-13 13:08:37,4.94,25.35,948,8.45,120.8,9.9,NA,17.5,4.1,2012-08-13
"76",2012-08-13 13:09:25,7.45,24.8,945,8.34,104.2,8.62,NA,7.8,1.8,2012-08-13
"76",2012-08-13 13:10:37,10.086,24.73,944,8.33,101.1,8.38,NA,7.3,1.7,2012-08-13
"76",2012-08-13 13:11:12,15.04,24.6,943,8.24,95.7,7.94,NA,6.2,1.5,2012-08-13
"76",2012-08-13 13:12:09,20.084,24.51,951,8.18,90.1,7.49,NA,5.7,1.3,2012-08-13
"76",2012-08-13 13:13:10,25.082,24.29,980,8.05,71.8,6,NA,4.4,1,2012-08-13
"76",2012-08-13 13:14:20,30.054,23.64,1028,7.77,42.8,3.62,NA,4,0.9,2012-08-13
"76",2012-08-13 13:15:07,30.21,23.56,1069,7.76,42.8,3.62,NA,3.7,0.9,2012-08-13
"84",2012-08-13 13:25:16,1.026,28.05,896,8.81,152.7,11.92,NA,16,3.8,2012-08-13
"84",2012-08-13 13:26:55,2.042,26.52,986,8.85,169,13.54,NA,21.2,5,2012-08-13
"84",2012-08-13 13:27:39,2.997,26.33,1004,8.74,148,11.91,NA,11.9,2.8,2012-08-13
"84",2012-08-13 13:28:16,4.026,26.26,1004,8.71,142.5,11.48,NA,11.5,2.7,2012-08-13
"84",2012-08-13 13:28:52,5.018,26.34,1006,8.73,144.6,11.63,NA,12.9,3,2012-08-13
"84",2012-08-13 13:29:31,7.466,26.01,1003,8.65,134.6,10.89,NA,10.5,2.5,2012-08-13
"84",2012-08-13 13:30:49,10.046,25.67,1050,8.6,122.9,10,NA,8.4,2,2012-08-13
"84",2012-08-13 13:31:38,15.058,25.35,1073,8.45,109.3,8.95,NA,7.1,1.7,2012-08-13
"84",2012-08-13 13:32:32,20.043,25.06,1076,8.34,96.5,7.94,NA,5.8,1.4,2012-08-13
"84",2012-08-13 13:33:40,24.958,24.35,1100,8,58.6,4.89,NA,4.4,1.1,2012-08-13
"84",2012-08-13 13:34:30,29.75,23.56,1120,7.75,33.7,2.85,NA,3.3,0.8,2012-08-13
"84",2012-08-13 13:36:40,35.329,23.35,1146,7.58,14.9,1.27,NA,2.9,0.7,2012-08-13
"WSP",2012-08-13 13:53:28,1.07,29.03,776,8.82,165,12.65,NA,52.7,12.5,2012-08-13
"WSP",2012-08-13 13:54:41,2.099,27.17,727,8.81,169.1,13.41,NA,52.6,12.4,2012-08-13
"WSP",2012-08-13 13:55:35,3.002,26.86,718,8.79,159.3,12.7,NA,47.6,11.2,2012-08-13
"WSP",2012-08-13 13:56:03,4.018,26.49,685,8.72,166.8,13.39,NA,55.3,13.1,2012-08-13
"WSP",2012-08-13 13:56:40,5.057,26.41,667,8.64,144.3,11.6,NA,27.8,6.6,2012-08-13
"WSP",2012-08-13 13:57:58,7.47,25.74,620,8.36,108.7,8.84,NA,18.6,4.4,2012-08-13
"WSP",2012-08-13 13:58:56,9.981,25.55,603,8.24,96.4,7.88,NA,14.4,3.4,2012-08-13
"WSP",2012-08-13 13:59:57,12.559,24.89,597,7.9,76.3,6.31,NA,14.4,1.7,2012-08-13
"WSP",2012-08-13 14:01:34,15.043,24.42,728,7.47,37.6,3.13,NA,18.9,4.5,2012-08-13
"16",2012-09-11 20:41:03,1.057,20.28,192,7.75,92.5,8.36,NA,5.5,1.3,2012-09-11
"16",2012-09-11 20:41:30,2.145,20.29,192,7.75,92.5,8.36,NA,5.5,1.3,2012-09-11
"16",2012-09-11 20:42:01,3.112,20.29,192,7.74,92.5,8.35,NA,5.4,1.3,2012-09-11
"16",2012-09-11 20:42:29,4.014,20.29,192,7.73,92.4,8.35,NA,4.9,1.1,2012-09-11
"16",2012-09-11 20:42:55,5.009,20.27,192,7.73,92.4,8.35,NA,4.8,1.1,2012-09-11
"16",2012-09-11 20:43:35,7.537,20.25,193,7.73,92.1,8.33,NA,5,1.2,2012-09-11
"16",2012-09-11 20:44:10,10.008,20.23,193,7.72,92,8.32,NA,5.1,1.2,2012-09-11
"16",2012-09-11 20:44:37,15.14,20.22,194,7.71,91.8,8.3,NA,5.2,1.2,2012-09-11
"16",2012-09-11 20:45:08,20.07,20.22,194,7.68,91.7,8.3,NA,5.5,1.3,2012-09-11
"16",2012-09-11 20:45:50,25.399,20.22,195,7.68,91.5,8.28,NA,5,1.2,2012-09-11
"16",2012-09-11 20:46:26,30.107,20.22,196,7.69,91.3,8.26,NA,5.7,1.4,2012-09-11
"34",2012-09-11 21:14:13,0.903,20.28,203,7.68,91.3,8.26,NA,7.2,1.7,2012-09-11
"34",2012-09-11 21:21:30,1.059,20.24,202,7.73,90.8,8.22,NA,4.5,1.1,2012-09-11
"34",2012-09-11 21:14:39,1.967,20.24,203,7.66,91.1,8.24,NA,6.8,1.6,2012-09-11
"34",2012-09-11 21:21:09,2.976,20.23,202,7.74,90.7,8.21,NA,5.2,1.2,2012-09-11
"34",2012-09-11 21:15:06,3.014,20.19,203,7.65,90.8,8.22,NA,7.6,1.8,2012-09-11
"34",2012-09-11 21:15:30,3.874,20.16,202,7.64,90.6,8.21,NA,7.1,1.7,2012-09-11
"34",2012-09-11 21:16:01,4.993,20.17,202,7.63,90.5,8.2,NA,7.2,1.7,2012-09-11
"34",2012-09-11 21:20:35,5.081,20.22,202,7.72,90.5,8.19,NA,5.4,1.3,2012-09-11
"34",2012-09-11 21:20:10,7.375,20.19,202,7.72,90,8.15,NA,4.9,1.2,2012-09-11
"34",2012-09-11 21:16:33,7.592,20.17,202,7.62,90.5,8.2,NA,6.8,1.6,2012-09-11
"34",2012-09-11 21:17:03,10.121,20.13,202,7.63,90.3,8.18,NA,6.6,1.6,2012-09-11
"34",2012-09-11 21:18:08,15.311,20.11,202,7.62,89.9,8.15,NA,5.3,1.3,2012-09-11
"34",2012-09-11 21:18:37,20.034,20.12,202,7.62,89.8,8.14,NA,5.2,1.2,2012-09-11
"34",2012-09-11 21:19:09,25.064,20.11,202,7.62,89.5,8.12,NA,4.9,1.2,2012-09-11
"34",2012-09-11 21:19:34,30.037,20.11,202,7.61,89.4,8.11,NA,5.2,1.2,2012-09-11
"44",2012-09-11 21:46:48,1.033,20.04,222,7.69,91.8,8.34,NA,5.1,1.2,2012-09-11
"44",2012-09-11 21:47:34,1.944,20.03,223,7.69,91.8,8.33,NA,4.6,1.1,2012-09-11
"44",2012-09-11 21:47:57,2.992,20.04,224,7.69,91.9,8.34,NA,4.6,1.1,2012-09-11
"44",2012-09-11 21:54:17,3.012,20.08,224,7.88,91.8,8.33,NA,5.2,1.2,2012-09-11
"44",2012-09-11 21:48:21,3.957,20.05,223,7.7,91.9,8.34,NA,4.8,1.1,2012-09-11
"44",2012-09-11 21:48:51,5.086,20.05,223,7.7,91.8,8.34,NA,5.1,1.2,2012-09-11
"44",2012-09-11 21:49:18,7.577,20.01,225,7.7,91.7,8.33,NA,4.6,1.1,2012-09-11
"44",2012-09-11 21:49:46,10.096,20.02,224,7.71,91.7,8.33,NA,4.5,1.1,2012-09-11
"44",2012-09-11 21:53:46,10.353,20.04,225,7.87,91.2,8.28,NA,5.4,1.3,2012-09-11
"44",2012-09-11 21:50:23,15.16,20,225,7.72,91.5,8.31,NA,4.9,1.2,2012-09-11
"44",2012-09-11 21:51:30,19.944,19.96,226,7.72,91.1,8.28,NA,5.3,1.3,2012-09-11
"44",2012-09-11 21:52:02,25.014,19.94,226,7.71,90.6,8.24,NA,5.1,1.2,2012-09-11
"44",2012-09-11 21:52:24,30.037,19.93,226,7.7,90.4,8.22,NA,5.2,1.2,2012-09-11
"44",2012-09-11 21:52:51,40.464,19.93,226,7.71,90.1,8.2,NA,5.2,1.2,2012-09-11
"44",2012-09-11 21:52:59,40.71,19.93,226,7.71,90,8.19,NA,5.2,1.2,2012-09-11
"Pro",2012-09-11 22:15:32,1.03,20.11,455,7.92,86.3,7.82,NA,5.3,1.3,2012-09-11
"Pro",2012-09-11 22:16:02,2.055,20.09,455,7.94,86.1,7.8,NA,4.7,1.1,2012-09-11
"Pro",2012-09-11 22:16:29,3.038,20.11,455,7.95,86.1,7.8,NA,5.4,1.3,2012-09-11
"Pro",2012-09-11 22:16:48,3.995,20.08,454,7.95,86,7.8,NA,5.5,1.3,2012-09-11
"Pro",2012-09-11 22:17:12,5.076,20.09,455,7.95,85.9,7.79,NA,5,1.2,2012-09-11
"Pro",2012-09-11 22:18:22,7.52,20.08,455,7.95,85.7,7.77,NA,5.6,1.3,2012-09-11
"Pro",2012-09-11 22:18:48,9.99,20.06,454,7.96,85.5,7.76,NA,5.5,1.3,2012-09-11
"Pro",2012-09-11 22:19:33,15.119,20.04,453,7.95,85.4,7.75,NA,5.3,1.3,2012-09-11
"Pro",2012-09-11 22:20:17,20.1,20.03,455,7.93,85,7.72,NA,5,1.2,2012-09-11
"56",2012-09-11 22:57:41,1.07,20.77,264,7.82,95.2,8.52,NA,-0.2,0,2012-09-11
"56",2012-09-11 22:58:07,2.08,20.7,265,7.83,95,8.51,NA,0.2,0.1,2012-09-11
"56",2012-09-11 22:58:31,3.032,20.66,265,7.83,94.8,8.51,NA,0.1,0,2012-09-11
"56",2012-09-11 22:58:56,4.015,20.69,265,7.83,94.8,8.5,NA,0.2,0,2012-09-11
"56",2012-09-11 22:59:25,5.043,20.61,265,7.82,94.5,8.48,NA,-0.3,-0.1,2012-09-11
"56",2012-09-11 22:59:57,7.547,20.58,265,7.82,94,8.44,NA,1.3,0.3,2012-09-11
"56",2012-09-11 23:01:08,10.244,20.56,267,7.83,93.8,8.43,NA,0.4,0.1,2012-09-11
"56",2012-09-11 23:01:39,15.054,20.51,268,7.81,93.5,8.41,NA,0.4,0.1,2012-09-11
"56",2012-09-11 23:02:11,20.197,20.47,268,7.8,93.1,8.38,NA,0.1,0,2012-09-11
"56",2012-09-11 23:02:56,24.842,20.5,271,7.8,92.9,8.36,NA,0.7,0.2,2012-09-11
"56",2012-09-11 23:03:28,30.517,20.52,273,7.8,92.7,8.34,NA,0,0,2012-09-11
"62",2012-09-11 23:27:42,1.006,21.41,435,7.93,96.8,8.55,NA,3.5,0,2012-09-11
"62",2012-09-11 23:28:02,2.009,21.28,437,7.94,96.6,8.56,NA,3.3,0,2012-09-11
"62",2012-09-11 23:28:26,3.038,21.07,435,7.95,95.6,8.5,NA,3.9,0.1,2012-09-11
"62",2012-09-11 23:28:49,3.964,20.99,431,7.95,95.3,8.48,NA,3.9,0.1,2012-09-11
"62",2012-09-11 23:29:12,5.002,20.96,428,7.96,94.8,8.45,NA,3.8,0.1,2012-09-11
"62",2012-09-11 23:29:48,7.497,20.99,430,7.96,95.2,8.48,NA,3,-0.1,2012-09-11
"62",2012-09-11 23:30:30,10.026,20.84,439,7.96,94.1,8.4,NA,3.5,0,2012-09-11
"62",2012-09-11 23:31:09,14.964,20.84,445,7.97,93.7,8.37,NA,3.3,0,2012-09-11
"62",2012-09-11 23:32:23,20.122,20.85,445,7.99,93.5,8.35,NA,6.4,0.7,2012-09-11
"62",2012-09-11 23:32:59,25.099,20.9,453,7.98,93.5,8.34,NA,3.2,-0.1,2012-09-11
"62",2012-09-11 23:33:38,30.057,20.91,454,8,93.5,8.34,NA,3.7,0.1,2012-09-11
"66",2012-09-11 23:54:30,0.921,21.58,630,8.25,101.8,8.96,NA,9.2,1.4,2012-09-11
"66",2012-09-11 23:55:24,1.936,21.33,631,8.23,100.2,8.86,NA,4,0.1,2012-09-11
"66",2012-09-11 23:55:49,3.103,21.3,631,8.23,99.5,8.81,NA,3.9,0.1,2012-09-11
"66",2012-09-11 23:56:17,5.086,20.96,638,8.21,97.4,8.68,NA,3.9,0.1,2012-09-11
"66",2012-09-11 23:56:48,7.494,20.99,638,8.21,96.5,8.59,NA,3.8,0.1,2012-09-11
